Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Frequently,Research & Development,1,Below College,Medical,Low,Female,Medium,1,Research Scientist,High,Divorced,2007,1,No,13,Excellent,High,Moderate,5,5,3,5,3,1,3
46,No,Travel_Rarely,Research & Development,1,Master,Medical,Very High,Male,High,5,Research Director,Very High,Divorced,19627,9,No,17,Excellent,Very High,Moderate,23,0,3,2,2,2,2
54,No,Travel_Rarely,Sales,2,Master,Life Sciences,High,Female,Medium,3,Sales Executive,High,Married,10686,6,No,11,Excellent,Medium,Basic,13,4,3,9,4,7,0
56,No,Travel_Frequently,Research & Development,9,Bachelor,Medical,Low,Female,High,1,Research Scientist,High,Married,2942,2,No,19,Excellent,Medium,Basic,18,4,3,5,4,0,3
36,No,Travel_Rarely,Research & Development,12,Doctor,Medical,Very High,Female,Medium,3,Manufacturing Director,Very High,Single,8858,0,No,11,Excellent,Medium,None,15,2,2,14,8,7,8
55,No,Non-Travel,Research & Development,2,Below College,Medical,High,Male,Medium,4,Manager,Low,Single,16756,7,No,15,Excellent,Medium,None,31,3,4,9,7,6,2
43,No,Travel_Rarely,Sales,25,Bachelor,Medical,High,Male,Medium,3,Sales Executive,Very High,Divorced,10798,5,No,13,Excellent,High,Basic,18,5,3,1,0,0,0
20,Yes,Travel_Frequently,Sales,9,Bachelor,Marketing,Very High,Female,High,1,Sales Representative,Very High,Single,2323,1,Yes,14,Excellent,Medium,None,2,3,3,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,High,Female,Medium,1,Laboratory Technician,Low,Single,1416,1,No,13,Excellent,Low,None,1,6,2,1,0,1,0
46,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,Very High,Female,Medium,2,Research Scientist,Low,Divorced,4615,8,Yes,23,Outstanding,Low,High,19,2,3,16,13,1,7
51,Yes,Travel_Rarely,Research & Development,4,Master,Life Sciences,Low,Male,High,1,Research Scientist,High,Married,2461,9,Yes,12,Excellent,High,High,18,2,4,10,0,2,7
28,Yes,Non-Travel,Research & Development,24,College,Technical Degree,Medium,Male,Medium,3,Healthcare Representative,Low,Single,8722,1,No,12,Excellent,Low,None,10,2,2,10,7,1,9
26,No,Travel_Rarely,Research & Development,1,College,Medical,Low,Male,Medium,1,Laboratory Technician,Low,Married,3955,1,No,16,Excellent,Low,Moderate,6,2,3,5,3,1,3
30,No,Travel_Rarely,Research & Development,20,Bachelor,Other,High,Male,High,2,Manufacturing Director,Low,Married,9957,0,No,15,Excellent,High,Basic,7,1,2,6,2,0,2
41,No,Travel_Rarely,Research & Development,7,College,Technical Degree,Medium,Female,Very High,1,Research Scientist,High,Married,3376,1,No,13,Excellent,High,None,10,3,3,10,6,0,8
38,No,Travel_Rarely,Research & Development,17,Below College,Life Sciences,High,Female,Medium,3,Healthcare Representative,High,Married,8823,0,No,18,Excellent,Low,Basic,20,4,2,19,9,1,9
40,No,Travel_Rarely,Research & Development,20,Master,Technical Degree,Low,Male,High,3,Healthcare Representative,Very High,Married,10322,4,No,20,Outstanding,Very High,Basic,14,6,3,11,10,11,1
27,No,Non-Travel,Research & Development,8,Doctor,Life Sciences,Low,Male,Low,1,Laboratory Technician,High,Married,4621,1,No,19,Excellent,Very High,High,3,4,3,3,2,1,2
55,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Very High,Male,High,3,Manufacturing Director,Medium,Married,10976,3,No,18,Excellent,Medium,Basic,23,4,3,3,2,1,2
28,No,Travel_Rarely,Research & Development,10,Bachelor,Other,High,Female,High,2,Research Scientist,High,Single,3660,3,No,13,Excellent,Very High,None,10,4,4,8,7,1,7
44,Yes,Travel_Rarely,Human Resources,1,College,Medical,Medium,Male,Medium,3,Human Resources,Low,Married,10482,9,No,14,Excellent,Very High,Basic,24,1,3,20,6,3,6
33,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Very High,Male,Medium,3,Healthcare Representative,Very High,Divorced,7119,4,No,15,Excellent,High,Basic,9,2,3,3,2,1,2
35,Yes,Travel_Rarely,Sales,4,Bachelor,Technical Degree,Very High,Male,High,3,Sales Executive,Low,Single,9582,0,Yes,22,Outstanding,Low,None,9,2,3,8,7,4,7
33,Yes,Travel_Frequently,Research & Development,29,Master,Medical,Low,Female,Medium,2,Research Scientist,High,Single,4508,1,No,22,Outstanding,Medium,None,14,4,3,13,7,3,8
28,No,Travel_Rarely,Research & Development,15,College,Life Sciences,Low,Male,High,1,Laboratory Technician,High,Divorced,2207,1,No,16,Excellent,Very High,Basic,4,5,2,4,2,2,2
34,No,Travel_Frequently,Research & Development,3,Below College,Life Sciences,Low,Male,High,2,Healthcare Representative,Very High,Single,7756,0,No,17,Excellent,High,None,7,1,2,6,2,0,4
37,No,Travel_Rarely,Sales,10,Master,Life Sciences,Very High,Female,Medium,2,Sales Executive,Very High,Divorced,6694,2,Yes,14,Excellent,High,High,8,5,3,1,0,0,0
25,Yes,Travel_Rarely,Research & Development,4,Below College,Technical Degree,Very High,Male,High,1,Laboratory Technician,Very High,Married,3691,1,Yes,15,Excellent,Medium,Basic,7,3,4,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,Bachelor,Medical,Low,Male,High,1,Laboratory Technician,High,Divorced,2377,1,No,20,Outstanding,High,Basic,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,Bachelor,Medical,Low,Male,Medium,1,Research Scientist,Medium,Single,2313,4,Yes,20,Outstanding,Medium,None,5,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,College,Medical,Very High,Male,High,4,Manager,Low,Married,17665,0,No,17,Excellent,Very High,Basic,23,3,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,1,Bachelor,Medical,Low,Male,Medium,1,Laboratory Technician,Medium,Divorced,2596,1,No,15,Excellent,Low,Moderate,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,Master,Other,Very High,Male,High,2,Sales Executive,High,Single,4728,3,Yes,14,Excellent,Very High,None,5,4,3,0,0,0,0
33,No,Travel_Frequently,Sales,7,Bachelor,Life Sciences,Very High,Female,High,2,Sales Executive,Medium,Married,4302,0,No,17,Excellent,High,Basic,4,3,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,Master,Life Sciences,High,Male,Medium,1,Research Scientist,Very High,Married,2979,3,No,17,Excellent,Very High,High,6,2,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,Master,Medical,Low,Male,Very High,4,Manager,Very High,Single,16885,2,No,22,Outstanding,High,None,27,3,2,5,4,2,1
45,No,Non-Travel,Sales,9,Master,Life Sciences,Medium,Female,Medium,2,Sales Executive,High,Married,5593,1,No,13,Excellent,Very High,Basic,15,2,3,15,10,4,12
52,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,Medium,Male,High,3,Healthcare Representative,Medium,Single,10445,7,No,19,Excellent,Very High,None,18,4,3,8,6,4,0
38,No,Travel_Rarely,Sales,10,Master,Marketing,High,Male,Medium,3,Sales Executive,High,Divorced,8740,0,Yes,14,Excellent,Medium,Moderate,9,2,3,8,7,2,7
29,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,High,Female,High,1,Research Scientist,Very High,Divorced,2514,4,No,22,Outstanding,Low,Basic,11,1,3,7,5,1,7
28,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,Very High,Female,High,3,Manufacturing Director,Medium,Divorced,7655,0,No,17,Excellent,Medium,High,10,3,2,9,7,1,7
46,No,Travel_Rarely,Sales,3,Below College,Marketing,Low,Male,High,4,Manager,High,Married,17465,3,No,12,Excellent,Very High,Basic,23,3,3,12,9,4,9
38,No,Travel_Rarely,Sales,2,College,Marketing,Very High,Male,High,3,Sales Executive,Medium,Single,7351,7,No,16,Excellent,High,None,10,2,3,1,0,0,0
43,No,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,High,Female,High,3,Manufacturing Director,Low,Married,10820,8,No,11,Excellent,High,Basic,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,Low,Male,High,4,Healthcare Representative,Very High,Divorced,12169,7,No,11,Excellent,Very High,High,21,4,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,14,Bachelor,Medical,High,Male,Medium,5,Research Director,High,Single,19626,1,No,14,Excellent,Low,None,21,2,4,20,7,4,9
21,No,Travel_Rarely,Research & Development,1,Below College,Technical Degree,Very High,Female,Medium,1,Research Scientist,Medium,Single,2070,1,Yes,11,Excellent,High,None,2,6,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,High,Male,High,2,Laboratory Technician,Medium,Single,6782,9,No,15,Excellent,High,None,9,2,2,5,4,0,3
36,No,Non-Travel,Research & Development,18,Master,Life Sciences,Low,Male,High,2,Manufacturing Director,Very High,Single,7779,2,No,20,Outstanding,Low,None,18,0,3,11,9,0,9
31,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,High,Male,Very High,1,Sales Representative,Very High,Married,2791,0,No,12,Excellent,Low,Basic,3,4,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Low,Male,Medium,1,Research Scientist,Medium,Married,3201,0,No,17,Excellent,Low,None,6,2,1,5,3,0,4
35,No,Travel_Frequently,Sales,11,College,Marketing,Very High,Male,High,2,Sales Executive,Very High,Divorced,4968,1,No,11,Excellent,Very High,Basic,5,3,3,5,2,0,2
49,No,Travel_Rarely,Sales,8,Master,Technical Degree,Very High,Male,Medium,4,Sales Executive,Medium,Married,13120,6,No,17,Excellent,Medium,Basic,22,3,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,2,College,Life Sciences,Very High,Male,High,2,Manufacturing Director,High,Single,4033,2,No,11,Excellent,Very High,None,5,3,2,3,2,0,2
29,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,Very High,Female,High,1,Research Scientist,Medium,Divorced,3291,0,No,14,Excellent,Very High,Moderate,8,2,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,29,Bachelor,Medical,Medium,Male,Low,2,Laboratory Technician,Very High,Single,4272,4,No,19,Excellent,Low,None,16,3,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,8,Below College,Medical,Medium,Male,Medium,2,Manufacturing Director,Very High,Married,5056,1,Yes,15,Excellent,High,Basic,10,2,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,High,Male,Very High,1,Human Resources,High,Married,2844,1,No,13,Excellent,Very High,Basic,7,2,4,7,6,5,0
28,No,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,High,Male,Medium,1,Research Scientist,High,Divorced,2703,1,Yes,14,Excellent,Very High,Basic,3,2,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,Below College,Medical,High,Male,High,1,Laboratory Technician,High,Single,1904,1,No,12,Excellent,Very High,None,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,Master,Marketing,Low,Female,High,2,Sales Executive,Low,Single,8224,0,Yes,17,Excellent,Low,None,6,3,3,5,2,0,3
41,No,Travel_Rarely,Research & Development,12,Master,Life Sciences,Medium,Male,High,1,Laboratory Technician,Very High,Married,4766,3,Yes,11,Excellent,Low,Basic,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,Bachelor,Medical,High,Male,High,1,Laboratory Technician,High,Married,2610,1,No,12,Excellent,High,Basic,2,5,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,College,Medical,High,Female,Medium,2,Healthcare Representative,Very High,Divorced,5731,7,No,13,Excellent,High,Moderate,9,2,3,6,2,1,3
27,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Very High,Male,Medium,1,Research Scientist,High,Married,2539,1,No,13,Excellent,High,Basic,4,0,3,4,2,2,2
34,No,Travel_Rarely,Sales,9,Below College,Life Sciences,Medium,Female,High,2,Sales Executive,High,Married,5714,1,No,20,Outstanding,Low,None,6,3,2,6,5,1,3
35,No,Travel_Rarely,Human Resources,8,Master,Technical Degree,High,Male,High,1,Human Resources,High,Single,4323,1,No,17,Excellent,Medium,None,6,2,1,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,Below College,Life Sciences,Very High,Female,Medium,3,Sales Executive,Low,Married,7336,1,No,13,Excellent,Low,Basic,11,3,1,11,8,3,10
40,No,Travel_Frequently,Research & Development,9,Master,Medical,Medium,Female,High,3,Research Director,High,Single,13499,9,No,17,Excellent,High,None,20,3,2,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,Bachelor,Life Sciences,High,Male,High,4,Sales Executive,Low,Single,13758,0,Yes,12,Excellent,Medium,None,22,2,2,21,9,13,14
42,No,Travel_Rarely,Sales,4,Master,Marketing,Medium,Male,High,2,Sales Executive,Low,Single,5155,7,No,13,Excellent,Very High,None,9,3,4,6,4,1,5
35,No,Travel_Rarely,Research & Development,1,Master,Medical,Very High,Male,Medium,1,Laboratory Technician,High,Married,2258,6,No,12,Excellent,Medium,Basic,10,2,3,8,0,1,7
24,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,Very High,Male,High,1,Laboratory Technician,Medium,Single,3597,8,No,22,Outstanding,Very High,None,6,2,3,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,12,Below College,Life Sciences,High,Female,High,1,Laboratory Technician,Very High,Married,2515,1,Yes,11,Excellent,Very High,None,1,4,2,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,Master,Medical,Low,Male,Very High,1,Laboratory Technician,Very High,Married,4420,1,No,22,Outstanding,Medium,Basic,8,2,3,8,7,0,7
30,No,Travel_Rarely,Sales,10,Bachelor,Marketing,High,Male,Medium,2,Sales Executive,High,Married,6578,1,No,18,Excellent,Low,Basic,10,3,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,26,College,Medical,High,Female,Medium,2,Research Scientist,Very High,Married,4422,3,Yes,13,Excellent,Very High,Basic,16,3,1,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,High,Male,Medium,3,Manufacturing Director,Medium,Divorced,10274,2,No,18,Excellent,Medium,Basic,15,2,4,7,7,6,4
34,No,Travel_Frequently,Research & Development,1,Bachelor,Medical,Very High,Male,Medium,2,Healthcare Representative,Low,Single,5343,0,No,20,Outstanding,High,None,14,3,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,4,Master,Other,Very High,Male,Medium,1,Laboratory Technician,Very High,Married,2376,1,No,13,Excellent,Medium,Basic,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,Low,Female,Low,2,Sales Executive,High,Single,5346,8,No,13,Excellent,Medium,None,7,2,2,4,3,1,3
32,No,Non-Travel,Sales,2,Below College,Life Sciences,High,Female,High,1,Sales Representative,Low,Divorced,2827,1,No,12,Excellent,High,High,1,3,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,4,Master,Technical Degree,Very High,Female,High,5,Manager,Low,Divorced,19943,4,No,13,Excellent,Very High,Basic,28,2,3,5,2,4,2
29,No,Travel_Rarely,Research & Development,6,Below College,Medical,Medium,Female,High,1,Laboratory Technician,Very High,Married,3131,1,No,13,Excellent,Low,Basic,10,5,3,10,8,0,8
19,No,Travel_Rarely,Research & Development,9,College,Life Sciences,High,Male,High,1,Research Scientist,Low,Single,2552,1,No,25,Outstanding,High,None,1,4,3,1,1,0,0
45,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,Low,Female,High,1,Research Scientist,High,Married,4477,4,Yes,19,Excellent,High,Basic,7,2,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Very High,Female,Medium,2,Manufacturing Director,Very High,Married,6474,1,No,13,Excellent,Medium,Basic,14,2,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Low,Male,Medium,1,Laboratory Technician,High,Single,3033,1,No,12,Excellent,Low,None,2,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,Master,Life Sciences,High,Male,High,1,Research Scientist,High,Single,2936,1,Yes,11,Excellent,High,None,6,4,3,6,4,0,2
53,No,Travel_Rarely,Research & Development,7,College,Medical,Very High,Female,High,5,Manager,High,Divorced,18606,3,No,18,Excellent,Medium,Basic,26,6,3,7,7,4,7
29,No,Travel_Rarely,Research & Development,15,Below College,Life Sciences,Medium,Female,Low,1,Research Scientist,Very High,Married,2168,0,Yes,18,Excellent,Low,Basic,6,2,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,3,Master,Life Sciences,High,Male,Medium,1,Research Scientist,Very High,Married,2853,0,Yes,11,Excellent,Medium,Basic,1,5,3,0,0,0,0
46,No,Travel_Rarely,Sales,2,Bachelor,Marketing,High,Female,High,4,Manager,Low,Married,17048,8,No,23,Outstanding,Low,None,28,2,3,26,15,15,9
44,No,Non-Travel,Research & Development,17,Bachelor,Life Sciences,Very High,Male,Low,1,Research Scientist,High,Single,2290,2,No,13,Excellent,Very High,None,6,3,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,Medium,Male,High,1,Human Resources,High,Married,3600,1,No,13,Excellent,Very High,Basic,5,2,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,College,Life Sciences,Low,Male,Medium,1,Research Scientist,Low,Divorced,2107,6,No,17,Excellent,Low,Basic,5,2,1,1,0,0,0
30,No,Travel_Rarely,Sales,29,Master,Life Sciences,High,Male,High,2,Sales Executive,Low,Divorced,4115,8,No,19,Excellent,High,High,8,3,3,4,3,0,3
40,No,Travel_Frequently,Sales,2,Master,Medical,Medium,Male,High,2,Sales Executive,Medium,Married,4327,5,No,12,Excellent,Very High,High,5,2,3,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,Very High,Female,High,4,Manager,Low,Married,17856,2,No,22,Outstanding,High,Basic,32,3,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,19,Master,Medical,Very High,Male,Medium,1,Laboratory Technician,Low,Married,3196,1,No,12,Excellent,High,High,6,2,3,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,College,Life Sciences,Very High,Male,High,5,Research Director,Medium,Married,19081,5,No,11,Excellent,Low,Basic,25,2,3,4,2,0,3
35,No,Travel_Rarely,Sales,17,Master,Life Sciences,High,Male,High,2,Sales Executive,Low,Married,8966,3,Yes,15,Excellent,Very High,High,15,2,3,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,College,Life Sciences,Very High,Female,High,1,Laboratory Technician,Medium,Married,2210,1,No,13,Excellent,Low,Basic,1,3,1,1,0,0,0
33,No,Travel_Frequently,Sales,25,Bachelor,Medical,Medium,Female,High,2,Sales Executive,High,Married,4539,1,No,12,Excellent,Low,Basic,10,3,2,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,Master,Life Sciences,High,Male,Low,1,Laboratory Technician,High,Divorced,2741,1,No,14,Excellent,High,Basic,7,4,3,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,High,Male,High,2,Laboratory Technician,High,Divorced,3491,1,No,13,Excellent,Low,High,10,4,2,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,Master,Other,Very High,Male,High,2,Research Scientist,Very High,Single,4541,1,No,25,Outstanding,Medium,None,20,3,3,20,11,13,17
20,No,Travel_Rarely,Sales,21,Bachelor,Marketing,High,Male,Very High,1,Sales Representative,Very High,Single,2678,1,No,17,Excellent,Very High,None,2,2,3,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,Very High,Male,High,2,Manufacturing Director,Very High,Divorced,7379,2,No,11,Excellent,High,Basic,12,3,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,Doctor,Medical,Very High,Male,Very High,2,Human Resources,Low,Married,6272,7,No,16,Excellent,Low,Basic,10,3,4,4,3,0,3
60,No,Travel_Rarely,Sales,7,Master,Marketing,Medium,Male,Very High,2,Sales Executive,Very High,Divorced,5220,0,Yes,18,Excellent,Medium,Basic,12,3,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,Bachelor,Other,High,Female,Medium,1,Laboratory Technician,Medium,Married,2743,1,No,20,Outstanding,High,Basic,2,2,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,College,Life Sciences,Very High,Female,High,2,Research Scientist,High,Single,4998,4,Yes,14,Excellent,Very High,None,10,2,3,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,High,Female,Low,3,Manufacturing Director,Low,Divorced,10252,2,Yes,21,Outstanding,High,Basic,17,2,3,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,Low,Male,High,1,Research Scientist,Very High,Married,2781,0,No,13,Excellent,Medium,Basic,15,5,3,14,10,4,10
40,No,Travel_Rarely,Sales,10,Bachelor,Technical Degree,Medium,Female,Medium,2,Sales Executive,Medium,Divorced,6852,7,No,12,Excellent,Medium,Basic,7,2,4,5,1,1,3
25,No,Travel_Rarely,Sales,10,Master,Life Sciences,High,Male,High,2,Sales Executive,Very High,Single,4950,0,No,14,Excellent,Medium,None,5,4,3,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,Very High,Male,High,1,Research Scientist,Medium,Married,3579,0,Yes,21,Outstanding,Low,Basic,12,2,3,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,Doctor,Medical,Low,Female,High,3,Research Director,Low,Married,13191,3,Yes,17,Excellent,High,None,20,6,3,1,0,0,0
35,No,Non-Travel,Sales,8,College,Marketing,High,Female,Medium,3,Sales Executive,Very High,Married,10377,4,Yes,11,Excellent,Medium,Basic,16,6,2,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,Low,Male,High,1,Research Scientist,Low,Married,2235,1,Yes,14,Excellent,Very High,Moderate,9,3,2,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,Very High,Female,High,3,Manufacturing Director,High,Divorced,10502,7,No,17,Excellent,Low,Basic,33,2,1,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Low,Female,Very High,1,Research Scientist,Very High,Married,2011,1,No,13,Excellent,Very High,Basic,10,5,3,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,Bachelor,Medical,Low,Female,Medium,1,Research Scientist,Medium,Single,1859,1,Yes,25,Outstanding,Medium,None,1,2,4,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Low,Female,High,1,Research Scientist,Very High,Divorced,3760,1,No,15,Excellent,Low,High,3,5,3,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Very High,Male,High,4,Research Director,Very High,Married,17779,3,No,14,Excellent,Low,None,36,2,3,10,9,0,9
31,No,Travel_Rarely,Research & Development,11,College,Medical,High,Male,High,2,Healthcare Representative,Low,Married,6833,1,Yes,12,Excellent,Very High,None,6,2,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,High,Female,Medium,2,Healthcare Representative,Low,Single,6812,1,No,19,Excellent,Medium,None,10,2,3,10,9,1,8
59,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,High,Female,Medium,2,Sales Executive,Very High,Single,5171,5,No,17,Excellent,Very High,None,13,2,3,6,1,0,5
43,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,High,Male,Low,5,Research Director,Very High,Married,19740,3,No,14,Excellent,Medium,Basic,25,2,3,8,7,0,7
49,No,Travel_Rarely,Research & Development,4,College,Medical,Low,Male,Medium,5,Manager,High,Married,18711,2,No,13,Excellent,High,Basic,23,2,4,1,0,0,0
36,No,Travel_Frequently,Research & Development,3,Bachelor,Technical Degree,High,Male,High,1,Research Scientist,Medium,Married,3692,1,No,12,Excellent,High,None,12,2,2,11,10,0,7
48,No,Travel_Rarely,Research & Development,2,College,Technical Degree,Very High,Male,Very High,1,Laboratory Technician,Medium,Single,2559,5,No,11,Excellent,High,None,7,4,2,1,0,0,0
27,No,Travel_Rarely,Research & Development,4,College,Life Sciences,Low,Male,High,1,Research Scientist,High,Divorced,2517,1,No,11,Excellent,Medium,High,5,2,3,5,3,0,3
29,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,High,Male,High,2,Healthcare Representative,Very High,Divorced,6623,1,Yes,11,Excellent,Medium,Moderate,6,2,3,6,0,1,0
48,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Very High,Male,Medium,5,Research Director,Very High,Single,18265,6,No,12,Excellent,High,None,25,3,4,1,0,0,0
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Very High,Female,Medium,4,Research Director,Very High,Divorced,16124,3,No,14,Excellent,Medium,Moderate,9,2,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,20,Bachelor,Technical Degree,High,Female,Very High,1,Research Scientist,High,Married,2585,0,No,17,Excellent,Very High,None,2,5,2,1,0,0,0
44,No,Travel_Rarely,Sales,5,Bachelor,Marketing,Medium,Male,High,5,Manager,Medium,Married,18213,7,No,11,Excellent,High,Basic,26,5,3,22,9,3,10
33,No,Travel_Rarely,Sales,10,Doctor,Marketing,Very High,Male,Very High,3,Sales Executive,High,Divorced,8380,0,Yes,14,Excellent,Very High,Moderate,10,3,3,9,8,0,8
19,No,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,Medium,Female,Very High,1,Research Scientist,Very High,Single,2994,1,Yes,12,Excellent,Very High,None,1,2,3,1,0,0,1
23,No,Travel_Rarely,Research & Development,1,College,Life Sciences,Very High,Male,High,1,Research Scientist,High,Married,1223,1,No,22,Outstanding,Very High,Basic,1,2,3,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,Below College,Life Sciences,High,Male,Low,1,Sales Representative,Very High,Single,1118,1,Yes,14,Excellent,Very High,None,1,4,3,1,0,1,0
26,No,Travel_Rarely,Research & Development,4,College,Life Sciences,High,Male,High,1,Research Scientist,Very High,Single,2875,1,Yes,20,Outstanding,Medium,None,8,2,2,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,Bachelor,Marketing,Low,Female,Low,5,Manager,Medium,Single,18824,2,Yes,16,Excellent,Low,None,26,2,3,24,10,1,11
55,No,Non-Travel,Research & Development,8,Below College,Medical,Very High,Male,Medium,4,Healthcare Representative,Medium,Divorced,13577,1,Yes,15,Excellent,Very High,Basic,34,3,3,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,10,College,Life Sciences,Low,Female,Medium,1,Laboratory Technician,High,Single,2625,1,No,20,Outstanding,High,None,2,2,1,2,2,2,2
46,No,Travel_Rarely,Sales,4,College,Marketing,Very High,Female,Medium,5,Manager,Medium,Married,18789,2,No,14,Excellent,High,Basic,26,2,3,11,4,0,8
34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,High,Female,High,2,Sales Executive,Low,Single,4538,0,Yes,12,Excellent,Very High,None,4,3,3,3,2,0,2
51,No,Travel_Frequently,Sales,9,Bachelor,Life Sciences,Very High,Male,High,5,Manager,Medium,Divorced,19847,4,Yes,24,Outstanding,Low,Basic,31,5,2,29,10,11,10
59,No,Travel_Rarely,Research & Development,18,Master,Medical,Very High,Male,High,3,Manufacturing Director,Very High,Single,10512,6,No,12,Excellent,Very High,None,25,6,2,9,7,5,4
